debate_id,problem_id,transcript_file,duration,experiment_mode,timestamp,success
quality_50869_Why_might_the_storie_baseline_judge_1760095220,50869_Why_might_the_storie,quality_50869_Why_might_the_storie_baseline_judge_1760095220.json,68.74228429794312,baseline_judge,2025-10-10T11:21:29.060224,True
quality_27665_Why_will_the_group_b_baseline_judge_1760095289,27665_Why_will_the_group_b,quality_27665_Why_will_the_group_b_baseline_judge_1760095289.json,75.83499217033386,baseline_judge,2025-10-10T11:22:44.895460,True
quality_61499_Which_is_the_best_su_baseline_judge_1760095364,61499_Which_is_the_best_su,quality_61499_Which_is_the_best_su_baseline_judge_1760095364.json,84.38414859771729,baseline_judge,2025-10-10T11:24:09.279807,True
quality_63616_By_the_end_of_the_ar_baseline_judge_1760095449,63616_By_the_end_of_the_ar,quality_63616_By_the_end_of_the_ar_baseline_judge_1760095449.json,75.29128527641296,baseline_judge,2025-10-10T11:25:24.571307,True
quality_50826_How_is_the_relations_baseline_judge_1760095524,50826_How_is_the_relations,quality_50826_How_is_the_relations_baseline_judge_1760095524.json,66.89487981796265,baseline_judge,2025-10-10T11:26:31.466381,True
quality_20044_How_many_of_the_gold_baseline_judge_1760095591,20044_How_many_of_the_gold,quality_20044_How_many_of_the_gold_baseline_judge_1760095591.json,47.519789695739746,baseline_judge,2025-10-10T11:27:18.986359,True
quality_62314_What_likely_happened_baseline_judge_1760095638,62314_What_likely_happened,quality_62314_What_likely_happened_baseline_judge_1760095638.json,60.038074016571045,baseline_judge,2025-10-10T11:28:19.024623,True
quality_51688_What_conclusion_does_baseline_judge_1760095699,51688_What_conclusion_does,quality_51688_What_conclusion_does_baseline_judge_1760095699.json,79.29734086990356,baseline_judge,2025-10-10T11:29:38.322148,True
quality_20074_What_motivated_Sen.__baseline_judge_1760095778,20074_What_motivated_Sen._,quality_20074_What_motivated_Sen.__baseline_judge_1760095778.json,45.22982168197632,baseline_judge,2025-10-10T11:30:23.552161,True
quality_50948_Why_did_Max_need_to__baseline_judge_1760095823,50948_Why_did_Max_need_to_,quality_50948_Why_did_Max_need_to__baseline_judge_1760095823.json,67.74008750915527,baseline_judge,2025-10-10T11:31:31.292426,True
